,zipcode,renovated,waterfront,grade,id,price,price_median,price_diference,target_price,status
11526,98126,0,0,7,7312400325,275000.0,420000.0,-145000.0,393250.0,compra
11523,98126,0,0,7,9109000050,275000.0,420000.0,-145000.0,393250.0,compra
6814,98125,0,0,7,4427100025,270000.0,415000.0,-145000.0,386100.0,compra
11541,98126,0,0,7,3277800729,275000.0,420000.0,-145000.0,393250.0,compra
13487,98106,0,0,7,3298701070,180000.0,325000.0,-145000.0,257400.0,compra
6637,98034,0,0,7,3211600650,275000.0,420000.0,-145000.0,393250.0,compra
8901,98052,0,0,7,3585220070,333760.0,478000.0,-144240.0,477276.8,compra
102,98178,0,0,7,3347400525,147000.0,291000.0,-144000.0,210210.0,compra
2526,98133,0,0,7,9310300185,227000.0,370768.5,-143768.5,324610.0,compra
13995,98118,0,0,6,3336001316,160000.0,303500.0,-143500.0,228800.0,compra
13880,98118,0,0,6,7135300026,160000.0,303500.0,-143500.0,228800.0,compra
13877,98118,0,0,6,3812400657,160000.0,303500.0,-143500.0,228800.0,compra
7752,98118,0,0,7,3336500140,208800.0,351000.0,-142200.0,298584.0,compra
7548,98118,0,0,7,7135300046,210000.0,351000.0,-141000.0,300300.0,compra
7694,98118,0,0,7,1035000007,210000.0,351000.0,-141000.0,300300.0,compra
7626,98118,0,0,7,7131300035,210000.0,351000.0,-141000.0,300300.0,compra
13897,98118,0,0,6,2690600005,162500.0,303500.0,-141000.0,232375.0,compra
7727,98118,0,0,7,2660500283,210000.0,351000.0,-141000.0,300300.0,compra
1624,98028,0,0,7,8690600050,255000.0,396000.0,-141000.0,364650.0,compra
12,98178,0,0,7,4058802105,150000.0,291000.0,-141000.0,214500.0,compra
10058,98065,0,0,7,5103900045,299000.0,440000.0,-141000.0,427570.0,compra
1002,98038,0,0,7,2538800030,156601.0,297000.0,-140399.0,223939.43,compra
13920,98118,0,0,6,1443501020,163250.0,303500.0,-140250.0,233447.5,compra
11580,98126,0,0,7,3277801448,280000.0,420000.0,-140000.0,400400.0,compra
790,98146,0,0,7,7796600085,185000.0,325000.0,-140000.0,264550.0,compra
11783,98155,0,0,7,6163900981,220000.0,360000.0,-140000.0,314600.0,compra
6556,98034,0,0,7,8835200790,280000.0,420000.0,-140000.0,400400.0,compra
6872,98125,0,0,7,3834000520,275000.0,415000.0,-140000.0,393250.0,compra
4305,98001,0,0,7,3751600030,100000.0,240000.0,-140000.0,143000.0,compra
11739,98155,0,0,7,7417700664,220000.0,360000.0,-140000.0,314600.0,compra
6424,98034,0,0,7,8835200800,281000.0,420000.0,-139000.0,401830.0,compra
13974,98118,0,0,6,3333002450,165000.0,303500.0,-138500.0,235950.0,compra
12908,98059,0,0,7,1023059190,210000.0,347725.0,-137725.0,300300.0,compra
254,98136,0,0,7,2349300069,301500.0,439000.0,-137500.0,431145.0,compra
259,98136,0,0,7,7625702901,302860.0,439000.0,-136140.0,433089.8,compra
6847,98125,0,0,7,4426600125,279000.0,415000.0,-136000.0,398970.0,compra
2383,98133,0,0,7,6300000364,235000.0,370768.5,-135768.5,336050.0,compra
8140,98056,0,0,7,8948500065,210000.0,345000.0,-135000.0,300300.0,compra
11484,98126,0,0,7,3278604400,285000.0,420000.0,-135000.0,407550.0,compra
13292,98106,0,0,6,3298701025,135000.0,270000.0,-135000.0,193050.0,compra
11787,98155,0,0,7,6668900155,225000.0,360000.0,-135000.0,321750.0,compra
6826,98125,0,0,7,8822901301,281000.0,415000.0,-134000.0,401830.0,compra
833,98038,0,0,7,6661200320,163500.0,297000.0,-133500.0,233805.0,compra
13304,98106,0,0,6,7972604345,137000.0,270000.0,-133000.0,195910.0,compra
6780,98125,0,0,7,1787600252,282000.0,415000.0,-133000.0,403260.0,compra
260,98136,0,0,7,3869900146,306500.0,439000.0,-132500.0,438295.0,compra
620,98198,0,0,7,2500600289,130000.0,262000.0,-132000.0,185900.0,compra
7747,98118,0,0,7,2724049222,220000.0,351000.0,-131000.0,314600.0,compra
5580,98042,0,0,8,6648500390,219000.0,350000.0,-131000.0,313170.0,compra
13446,98106,0,0,7,3438502668,194000.0,325000.0,-131000.0,277420.0,compra
6741,98034,0,0,7,3057000070,289000.0,420000.0,-131000.0,413270.0,compra
9459,98168,0,0,6,1523049188,84000.0,214975.0,-130975.0,120120.0,compra
2588,98133,0,0,7,6300000226,240000.0,370768.5,-130768.5,343200.0,compra
12881,98059,0,0,7,3211100450,217000.0,347725.0,-130725.0,310310.0,compra
9082,98108,0,0,7,13001991,207000.0,337500.0,-130500.0,296010.0,compra
6493,98034,0,0,7,3764800630,290000.0,420000.0,-130000.0,414700.0,compra
11685,98155,0,0,7,3996900125,230000.0,360000.0,-130000.0,328900.0,compra
7741,98118,0,0,7,3336000052,221000.0,351000.0,-130000.0,316030.0,compra
737,98146,0,0,7,7796600070,195000.0,325000.0,-130000.0,278850.0,compra
14574,98133,0,0,8,7772850060,290000.0,420000.0,-130000.0,414700.0,compra
6796,98125,0,0,7,1787600094,285000.0,415000.0,-130000.0,407550.0,compra
8010,98056,0,0,7,1332700270,215000.0,345000.0,-130000.0,307450.0,compra
6865,98125,0,0,7,1560100135,285000.0,415000.0,-130000.0,407550.0,compra
15640,98055,0,0,7,1823059030,159000.0,288500.0,-129500.0,227370.0,compra
6238,98144,0,0,7,9834201215,276000.0,405000.0,-129000.0,394680.0,compra
582,98198,0,0,7,1697000400,133000.0,262000.0,-129000.0,190190.0,compra
6963,98125,0,0,7,3448001411,286000.0,415000.0,-129000.0,408980.0,compra
14015,98118,0,0,6,402000110,175000.0,303500.0,-128500.0,250250.0,compra
15613,98055,0,0,7,9133600135,160000.0,288500.0,-128500.0,228800.0,compra
13956,98118,0,0,6,2724049185,175000.0,303500.0,-128500.0,250250.0,compra
1592,98028,0,0,7,4027700795,268300.0,396000.0,-127700.0,383669.0,compra
7619,98118,0,0,7,1105000432,224000.0,351000.0,-127000.0,320320.0,compra
11793,98155,0,0,7,7301300150,233000.0,360000.0,-127000.0,333190.0,compra
5,98178,0,0,7,5476200160,164808.0,291000.0,-126192.0,235675.44,compra
11917,98155,0,0,7,7418700040,234000.0,360000.0,-126000.0,334620.0,compra
7630,98118,0,0,7,4006000580,225000.0,351000.0,-126000.0,321750.0,compra
1557,98028,0,0,7,3578600062,270000.0,396000.0,-126000.0,386100.0,compra
2584,98133,0,0,7,6781200013,245000.0,370768.5,-125768.5,350350.0,compra
2448,98133,0,0,7,6141100320,245000.0,370768.5,-125768.5,350350.0,compra
8327,98023,0,0,7,104500730,115000.0,240000.0,-125000.0,164450.0,compra
4411,98001,0,0,7,4031000520,115000.0,240000.0,-125000.0,164450.0,compra
8107,98056,0,0,7,7809200055,220000.0,345000.0,-125000.0,314600.0,compra
6956,98125,0,0,7,3448000542,290000.0,415000.0,-125000.0,414700.0,compra
7704,98118,0,0,7,2760200050,226000.0,351000.0,-125000.0,323180.0,compra
5354,98042,0,0,7,5466310060,139500.0,264000.0,-124500.0,199485.0,compra
5425,98042,0,0,7,7614100080,140000.0,264000.0,-124000.0,200200.0,compra
7568,98118,0,0,7,1105000745,227064.0,351000.0,-123936.0,324701.51999999996,compra
15578,98055,0,0,7,2698200010,165000.0,288500.0,-123500.0,235950.0,compra
13908,98118,0,0,6,1604601155,180000.0,303500.0,-123500.0,257400.0,compra
1529,98028,0,0,7,9406500480,273000.0,396000.0,-123000.0,390390.0,compra
2467,98133,0,0,7,6300000368,248500.0,370768.5,-122268.5,355355.0,compra
7558,98118,0,0,7,2123700015,228800.0,351000.0,-122200.0,327184.0,compra
13305,98106,0,0,6,2114700615,148000.0,270000.0,-122000.0,211640.0,compra
744,98146,0,0,7,723049476,203000.0,325000.0,-122000.0,290290.0,compra
1061,98038,0,0,7,6661200050,175000.0,297000.0,-122000.0,250250.0,compra
579,98198,0,0,7,7888000390,140000.0,262000.0,-122000.0,200200.0,compra
1579,98028,0,0,7,7120000210,275000.0,396000.0,-121000.0,393250.0,compra
7617,98118,0,0,7,603001050,230000.0,351000.0,-121000.0,328900.0,compra
969,98038,0,0,7,4123800320,176000.0,297000.0,-121000.0,251680.0,compra
7728,98118,0,0,7,3336000230,230005.0,351000.0,-120995.0,328907.14999999997,compra
2903,98030,0,0,7,3512100050,139000.0,259975.0,-120975.0,198770.0,compra
13228,98106,0,0,6,4302201045,150000.0,270000.0,-120000.0,214500.0,compra
13538,98106,0,0,7,1773100275,205000.0,325000.0,-120000.0,293150.0,compra
13246,98106,0,0,6,2113701095,150000.0,270000.0,-120000.0,214500.0,compra
12867,98059,0,0,7,7229900250,228000.0,347725.0,-119725.0,326040.0,compra
4018,98058,0,0,7,8645500160,180500.0,300000.0,-119500.0,258115.0,compra
8338,98023,0,0,7,7972000010,120750.0,240000.0,-119250.0,172672.5,compra
11856,98155,0,0,7,2634500085,241450.0,360000.0,-118550.0,345273.5,compra
13902,98118,0,0,6,7135300275,185000.0,303500.0,-118500.0,264550.0,compra
15666,98055,0,0,7,8898700820,170500.0,288500.0,-118000.0,243815.0,compra
12552,98031,0,0,7,8802400416,147500.0,265000.0,-117500.0,210925.0,compra
13548,98106,0,0,7,8862500280,208400.0,325000.0,-116600.0,298012.0,compra
5442,98042,0,0,7,1865800250,147500.0,264000.0,-116500.0,210925.0,compra
7678,98118,0,0,7,7131300032,235000.0,351000.0,-116000.0,336050.0,compra
7623,98118,0,0,7,4154300296,235000.0,351000.0,-116000.0,336050.0,compra
13414,98106,0,0,7,880000189,209000.0,325000.0,-116000.0,298870.0,compra
7734,98118,0,0,7,7131300047,235000.0,351000.0,-116000.0,336050.0,compra
8130,98056,0,0,7,7789000120,229000.0,345000.0,-116000.0,327470.0,compra
11824,98155,0,0,7,3971702325,244000.0,360000.0,-116000.0,348920.0,compra
7672,98118,0,0,7,2122700120,235000.0,351000.0,-116000.0,336050.0,compra
2529,98133,0,0,7,6300000213,255000.0,370768.5,-115768.5,364650.0,compra
7905,98092,0,0,7,1682000350,148226.0,263975.0,-115749.0,211963.18,compra
13465,98106,0,0,7,3438503426,209500.0,325000.0,-115500.0,299585.0,compra
15561,98055,0,0,7,522059013,173000.0,288500.0,-115500.0,247390.0,compra
5613,98042,0,0,8,2887970040,234950.0,350000.0,-115050.0,335978.5,compra
8065,98056,0,0,7,7788400170,230000.0,345000.0,-115000.0,328900.0,compra
8112,98056,0,0,7,3291800140,230000.0,345000.0,-115000.0,328900.0,compra
13440,98106,0,0,7,4365700130,210000.0,325000.0,-115000.0,300300.0,compra
11813,98155,0,0,7,9235900030,245000.0,360000.0,-115000.0,350350.0,compra
12562,98031,0,0,7,2873000260,150000.0,265000.0,-115000.0,214500.0,compra
811,98146,0,0,7,6303401365,210000.0,325000.0,-115000.0,300300.0,compra
748,98146,0,0,7,1721801025,210000.0,325000.0,-115000.0,300300.0,compra
2861,98030,0,0,7,1922059278,145000.0,259975.0,-114975.0,207350.0,compra
16119,98168,0,0,7,1723049567,150000.0,264950.0,-114950.0,214500.0,compra
16187,98168,0,0,7,2788400020,150000.0,264950.0,-114950.0,214500.0,compra
16158,98168,0,0,7,523049195,150000.0,264950.0,-114950.0,214500.0,compra
613,98198,0,0,7,7138000170,147500.0,262000.0,-114500.0,210925.0,compra
16125,98168,0,0,7,8864000250,150550.0,264950.0,-114400.0,215286.5,compra
13479,98106,0,0,7,7972604425,210750.0,325000.0,-114250.0,301372.5,compra
7001,98038,0,0,8,2310030500,263000.0,377000.0,-114000.0,376090.0,compra
7911,98092,0,0,7,1843200350,150000.0,263975.0,-113975.0,214500.0,compra
13896,98118,0,0,6,3145600250,190000.0,303500.0,-113500.0,271700.0,compra
13938,98118,0,0,6,2658000115,190000.0,303500.0,-113500.0,271700.0,compra
13870,98118,0,0,6,402000260,190000.0,303500.0,-113500.0,271700.0,compra
15591,98055,0,0,7,9564800145,175000.0,288500.0,-113500.0,250250.0,compra
15644,98055,0,0,7,4202400078,175000.0,288500.0,-113500.0,250250.0,compra
13983,98118,0,0,6,3904100089,190000.0,303500.0,-113500.0,271700.0,compra
20,98178,0,0,7,3800008,178000.0,291000.0,-113000.0,254540.0,compra
8736,98058,0,0,8,5104450440,252500.0,365000.0,-112500.0,361075.0,compra
670,98198,0,0,7,9536601996,149500.0,262000.0,-112500.0,213785.0,compra
8344,98023,0,0,7,1898700050,128000.0,240000.0,-112000.0,183040.0,compra
650,98198,0,0,7,7888000400,150000.0,262000.0,-112000.0,214500.0,compra
5311,98042,0,0,7,8651442810,152000.0,264000.0,-112000.0,217360.0,compra
7622,98118,0,0,7,7129303970,239950.0,351000.0,-111050.0,343128.5,compra
487,98003,0,0,7,421049114,128000.0,239000.0,-111000.0,183040.0,compra
7721,98118,0,0,7,1105000787,240000.0,351000.0,-111000.0,343200.0,compra
15553,98055,0,0,7,4202400135,177500.0,288500.0,-111000.0,253825.0,compra
2733,98092,0,0,8,4137010310,205000.0,316000.0,-111000.0,293150.0,compra
13233,98106,0,0,6,3298700820,160000.0,270000.0,-110000.0,228800.0,compra
621,98198,0,0,7,1113000430,152000.0,262000.0,-110000.0,217360.0,compra
4134,98058,0,0,7,1423700680,190000.0,300000.0,-110000.0,271700.0,compra
11750,98155,0,0,7,1445200050,250000.0,360000.0,-110000.0,357500.0,compra
11771,98155,0,0,7,4024100090,250000.0,360000.0,-110000.0,357500.0,compra
2234,98002,0,0,7,7468900270,140000.0,250000.0,-110000.0,200200.0,compra
13466,98106,0,0,7,7985400133,215000.0,325000.0,-110000.0,307450.0,compra
13526,98106,0,0,7,7831800110,215000.0,325000.0,-110000.0,307450.0,compra
8106,98056,0,0,7,7789200070,235000.0,345000.0,-110000.0,336050.0,compra
13898,98118,0,0,6,1443500305,194990.0,303500.0,-108510.0,278835.7,compra
15628,98055,0,0,7,3185600040,180000.0,288500.0,-108500.0,257400.0,compra
13864,98118,0,0,6,1895000045,195000.0,303500.0,-108500.0,278850.0,compra
8080,98056,0,0,7,425400115,237000.0,345000.0,-108000.0,338910.0,compra
8151,98056,0,0,7,428000225,237000.0,345000.0,-108000.0,338910.0,compra
12919,98059,0,0,7,7230400400,240000.0,347725.0,-107725.0,343200.0,compra
814,98146,0,0,7,7211400615,217450.0,325000.0,-107550.0,310953.5,compra
4419,98001,0,0,7,4014400237,132500.0,240000.0,-107500.0,189475.0,compra
9929,98023,0,0,8,9264901680,188000.0,295500.0,-107500.0,268840.0,compra
8096,98056,0,0,7,425400070,238000.0,345000.0,-107000.0,340340.0,compra
1095,98038,0,0,7,1545807180,190000.0,297000.0,-107000.0,271700.0,compra
13485,98106,0,0,7,7972604355,218000.0,325000.0,-107000.0,311740.0,compra
1043,98038,0,0,7,2310000250,190000.0,297000.0,-107000.0,271700.0,compra
878,98038,0,0,7,1545805490,190000.0,297000.0,-107000.0,271700.0,compra
5281,98042,0,0,7,3422059085,157340.0,264000.0,-106660.0,224996.19999999998,compra
13889,98118,0,0,6,3330500705,197500.0,303500.0,-106000.0,282425.0,compra
127,98178,0,0,7,7878400043,185000.0,291000.0,-106000.0,264550.0,compra
2656,98092,0,0,8,1682500160,210000.0,316000.0,-106000.0,300300.0,compra
9528,98168,0,0,6,9200000050,109500.0,214975.0,-105475.0,156585.0,compra
678,98198,0,0,7,937000330,157000.0,262000.0,-105000.0,224510.0,compra
13234,98106,0,0,6,3438503045,165000.0,270000.0,-105000.0,235950.0,compra
8045,98056,0,0,7,1061500110,240000.0,345000.0,-105000.0,343200.0,compra
13241,98106,0,0,6,123039279,165000.0,270000.0,-105000.0,235950.0,compra
8121,98056,0,0,7,1061400180,240000.0,345000.0,-105000.0,343200.0,compra
816,98146,0,0,7,6303400965,220000.0,325000.0,-105000.0,314600.0,compra
9518,98168,0,0,6,8018600880,110000.0,214975.0,-104975.0,157300.0,compra
11301,98022,0,0,7,2320069248,165050.0,269975.0,-104925.0,236021.5,compra
15636,98055,0,0,7,646910150,183750.0,288500.0,-104750.0,262762.5,compra
5434,98042,0,0,7,5466300130,160000.0,264000.0,-104000.0,228800.0,compra
16172,98168,0,0,7,1523049207,161000.0,264950.0,-103950.0,230230.0,compra
5289,98042,0,0,7,3384300100,160134.0,264000.0,-103866.0,228991.62,compra
15599,98055,0,0,7,6623400187,185000.0,288500.0,-103500.0,264550.0,compra
13947,98118,0,0,6,4154302075,200000.0,303500.0,-103500.0,286000.0,compra
13958,98118,0,0,6,7129304200,200000.0,303500.0,-103500.0,286000.0,compra
13486,98106,0,0,7,3124049171,222000.0,325000.0,-103000.0,317460.0,compra
4120,98058,0,0,7,8645500360,197000.0,300000.0,-103000.0,281710.0,compra
9097,98108,0,0,7,7883603700,235000.0,337500.0,-102500.0,336050.0,compra
567,98198,0,0,7,2008200060,160000.0,262000.0,-102000.0,228800.0,compra
591,98198,0,0,7,7888100090,160000.0,262000.0,-102000.0,228800.0,compra
2813,98030,0,0,7,7697870600,158000.0,259975.0,-101975.0,225940.0,compra
13945,98118,0,0,6,7129304375,202000.0,303500.0,-101500.0,288860.0,compra
2264,98002,0,0,7,2891000610,148900.0,250000.0,-101100.0,212927.0,compra
4378,98001,0,0,7,3751600025,139000.0,240000.0,-101000.0,198770.0,compra
124,98178,0,0,7,4440400155,190000.0,291000.0,-101000.0,271700.0,compra
4033,98058,0,0,7,2823059055,199000.0,300000.0,-101000.0,284570.0,compra
13451,98106,0,0,7,2608300103,225000.0,325000.0,-100000.0,321750.0,compra
2238,98002,0,0,7,8698600395,150000.0,250000.0,-100000.0,214500.0,compra
743,98146,0,0,7,1823049144,225000.0,325000.0,-100000.0,321750.0,compra
13210,98106,0,0,6,9352900695,170000.0,270000.0,-100000.0,243100.0,compra
5384,98042,0,0,7,8651442440,164000.0,264000.0,-100000.0,234520.0,compra
7916,98092,0,0,7,2599000370,164000.0,263975.0,-99975.0,234520.0,compra
16132,98168,0,0,7,1446400725,165000.0,264950.0,-99950.0,235950.0,compra
718,98198,0,0,7,2724201202,163000.0,262000.0,-99000.0,233090.0,compra
5346,98042,0,0,7,5466310730,165000.0,264000.0,-99000.0,235950.0,compra
806,98146,0,0,7,6341000020,226000.0,325000.0,-99000.0,323180.0,compra
450,98003,0,0,7,7875200005,140000.0,239000.0,-99000.0,200200.0,compra
16107,98168,0,0,7,6082400083,166000.0,264950.0,-98950.0,237380.0,compra
13225,98106,0,0,6,2113700825,172000.0,270000.0,-98000.0,245960.0,compra
987,98038,0,0,7,2215901840,199000.0,297000.0,-98000.0,284570.0,compra
5245,98042,0,0,7,1865820370,166600.0,264000.0,-97400.0,238238.0,compra
9480,98168,0,0,6,1446403850,118125.0,214975.0,-96850.0,168918.75,compra
13924,98118,0,0,6,2658000215,207000.0,303500.0,-96500.0,296010.0,compra
2710,98092,0,0,8,4137010540,220000.0,316000.0,-96000.0,314600.0,compra
13863,98118,0,0,6,1895000260,207950.0,303500.0,-95550.0,297368.5,compra
5413,98042,0,0,7,8092000330,168500.0,264000.0,-95500.0,240955.0,compra
4000,98058,0,0,7,1432900240,205000.0,300000.0,-95000.0,293150.0,compra
13267,98106,0,0,6,5132000140,175000.0,270000.0,-95000.0,250250.0,compra
13257,98106,0,0,6,7891600260,175000.0,270000.0,-95000.0,250250.0,compra
16131,98168,0,0,7,1446403145,170000.0,264950.0,-94950.0,243100.0,compra
16198,98168,0,0,7,2123049498,170000.0,264950.0,-94950.0,243100.0,compra
15612,98055,0,0,7,4204400339,194000.0,288500.0,-94500.0,277420.0,compra
5356,98042,0,0,7,3384300160,169950.0,264000.0,-94050.0,243028.5,compra
7851,98092,0,0,7,1796100140,170000.0,263975.0,-93975.0,243100.0,compra
4152,98058,0,0,7,2473380920,206325.0,300000.0,-93675.0,295044.75,compra
13970,98118,0,0,6,8113100150,210000.0,303500.0,-93500.0,300300.0,compra
13886,98118,0,0,6,7131300025,210000.0,303500.0,-93500.0,300300.0,compra
8379,98023,0,0,7,3306200230,147000.0,240000.0,-93000.0,210210.0,compra
9458,98168,0,0,6,1446401460,122000.0,214975.0,-92975.0,174460.0,compra
12569,98031,0,0,7,3831200200,172040.0,265000.0,-92960.0,246017.19999999998,compra
592,98198,0,0,7,5083000375,170000.0,262000.0,-92000.0,243100.0,compra
17,98178,0,0,7,3352401981,199000.0,291000.0,-92000.0,284570.0,compra
663,98198,0,0,7,7686202065,170000.0,262000.0,-92000.0,243100.0,compra
9479,98168,0,0,6,1446403617,123000.0,214975.0,-91975.0,175890.0,compra
16195,98168,0,0,7,6404600006,173250.0,264950.0,-91700.0,247747.5,compra
16122,98168,0,0,7,7348200195,173250.0,264950.0,-91700.0,247747.5,compra
649,98198,0,0,7,8643200060,170500.0,262000.0,-91500.0,243815.0,compra
109,98178,0,0,7,3352401476,199988.0,291000.0,-91012.0,285982.83999999997,compra
935,98038,0,0,7,2525310040,206000.0,297000.0,-91000.0,294580.0,compra
19,98178,0,0,7,5476200123,200000.0,291000.0,-91000.0,286000.0,compra
23,98178,0,0,7,7657000165,200000.0,291000.0,-91000.0,286000.0,compra
9493,98168,0,0,6,3598600049,124000.0,214975.0,-90975.0,177320.0,compra
4462,98001,0,0,7,4031000250,150000.0,240000.0,-90000.0,214500.0,compra
16139,98168,0,0,7,796000085,175000.0,264950.0,-89950.0,250250.0,compra
13206,98106,0,0,6,7899800890,181000.0,270000.0,-89000.0,258830.0,compra
15658,98055,0,0,7,7841300285,199950.0,288500.0,-88550.0,285928.5,compra
2190,98002,0,0,7,3021059155,161500.0,250000.0,-88500.0,230945.0,compra
15588,98055,0,0,7,6623400246,200000.0,288500.0,-88500.0,286000.0,compra
643,98198,0,0,7,2946003415,174500.0,262000.0,-87500.0,249535.0,compra
642,98198,0,0,7,3601200017,175000.0,262000.0,-87000.0,250250.0,compra
8184,98023,0,0,7,4168000060,153000.0,240000.0,-87000.0,218790.0,compra
2254,98002,0,0,7,7468900235,163500.0,250000.0,-86500.0,233805.0,compra
441,98003,0,0,7,818500490,153503.0,239000.0,-85497.0,219509.28999999998,compra
2900,98030,0,0,7,1922059298,175000.0,259975.0,-84975.0,250250.0,compra
16192,98168,0,0,7,1551500130,180000.0,264950.0,-84950.0,257400.0,compra
7860,98092,0,0,7,3204500340,179500.0,263975.0,-84475.0,256685.0,compra
527,98003,0,0,7,2329700440,155000.0,239000.0,-84000.0,221650.0,compra
520,98003,0,0,7,3674400035,156000.0,239000.0,-83000.0,223080.0,compra
2846,98030,0,0,7,5412310170,177000.0,259975.0,-82975.0,253110.0,compra
697,98198,0,0,7,2560801222,180000.0,262000.0,-82000.0,257400.0,compra
11345,98022,0,0,7,1645000100,188000.0,269975.0,-81975.0,268840.0,compra
2818,98030,0,0,7,1330280100,178000.0,259975.0,-81975.0,254540.0,compra
504,98003,0,0,7,2329600040,158000.0,239000.0,-81000.0,225940.0,compra
4486,98001,0,0,7,3356403400,159000.0,240000.0,-81000.0,227370.0,compra
9498,98168,0,0,6,3361402041,134000.0,214975.0,-80975.0,191620.0,compra
7889,98092,0,0,7,1424100100,183000.0,263975.0,-80975.0,261690.0,compra
594,98198,0,0,7,7893206095,181100.0,262000.0,-80900.0,258973.0,compra
4371,98001,0,0,7,1311400120,160000.0,240000.0,-80000.0,228800.0,compra
4480,98001,0,0,7,9265410090,160000.0,240000.0,-80000.0,228800.0,compra
8332,98023,0,0,7,5029451010,160000.0,240000.0,-80000.0,228800.0,compra
8378,98023,0,0,7,1099600620,160000.0,240000.0,-80000.0,228800.0,compra
9463,98168,0,0,6,985001015,135000.0,214975.0,-79975.0,193050.0,compra
16191,98168,0,0,7,923049400,185000.0,264950.0,-79950.0,264550.0,compra
16137,98168,0,0,7,7340600845,185000.0,264950.0,-79950.0,264550.0,compra
16212,98168,0,0,7,1446400564,185000.0,264950.0,-79950.0,264550.0,compra
2801,98030,0,0,7,4345000510,180500.0,259975.0,-79475.0,258115.0,compra
507,98003,0,0,7,2019200220,160000.0,239000.0,-79000.0,228800.0,compra
8250,98023,0,0,7,1099760470,161700.0,240000.0,-78300.0,231231.0,compra
8307,98023,0,0,7,9211500730,162000.0,240000.0,-78000.0,231660.0,compra
4446,98001,0,0,7,1311800130,162500.0,240000.0,-77500.0,232375.0,compra
4319,98001,0,0,7,7696600240,165000.0,240000.0,-75000.0,235950.0,compra
4418,98001,0,0,7,3751600146,166000.0,240000.0,-74000.0,237380.0,compra
9455,98168,0,0,6,6099400053,145000.0,214975.0,-69975.0,207350.0,compra
9533,98168,0,0,6,111000190,146000.0,214975.0,-68975.0,208780.0,compra
9496,98168,0,0,6,6031400013,150000.0,214975.0,-64975.0,214500.0,compra
